SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
454029,0,Cash loans,M,Y,Y,1,180000,675000,32602.5,675000,Family,Working,Secondary / secondary special,Married,House / apartment,0.028663,-11584,-1551,-717,-3670,13,1,1,0,1,0,0,Laborers,3,2,2,FRIDAY,12,0,0,0,0,0,0,Other,0.38202655,0.789374534,0.321735282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-3152,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
454030,0,Cash loans,F,Y,Y,1,121500,742500,21838.5,742500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-16665,-1539,-10723,-55,8,1,1,0,1,0,0,High skill tech staff,3,2,2,MONDAY,15,0,0,0,0,0,0,Transport: type 4,0.820212931,0.666758348,0.812822607,0.199,0.1093,0.9881,0.7416,0.0765,0.2,0.1379,0.4583,0.375,0.079,0.1807,0.2375,0.0116,0.0784,0.1765,0.0926,0.9811,0.7517,0.0772,0.1611,0.1379,0.3333,0.375,0.0808,0.1974,0.2229,0.0117,0.0054,0.2009,0.1093,0.9881,0.7451,0.0769,0.2,0.1379,0.4583,0.375,0.0803,0.1838,0.2417,0.0116,0.08,reg oper account,block of flats,0.2112,"Stone, brick",No,0,0,0,0,-2989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454031,0,Cash loans,F,N,Y,0,121500,781920,25969.5,675000,Children,Pensioner,Secondary / secondary special,Widow,House / apartment,0.030755,-22297,365243,-1325,-4112,,1,0,0,1,1,0,,1,2,2,FRIDAY,12,0,0,0,0,0,0,XNA,,0.656542067,0.670651753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-2062,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4
454032,0,Cash loans,F,N,N,0,112500,675000,19867.5,675000,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.0228,-23338,365243,-5566,-3737,,1,0,0,1,0,0,,2,2,2,TUESDAY,14,0,0,0,0,0,0,XNA,0.832324306,0.62747421,,0.0124,,0.9836,,,,,0.0417,,0.0346,,0.0145,,,0.0126,,0.9836,,,,,0.0417,,0.0354,,0.0151,,,0.0125,,0.9836,,,,,0.0417,,0.0352,,0.0147,,,,block of flats,0.0134,Wooden,No,0,0,0,0,-255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
454033,0,Cash loans,F,N,N,0,135000,284400,19134,225000,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.006008,-14678,-2175,-939,-2479,,1,1,0,1,0,0,Accountants,1,2,2,SATURDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.602823831,0.784793892,0.73098737,0.0804,0.0848,0.997,0.9456,0.0452,0.08,0.069,0.3471,0.3888,,0.0719,0.0956,0,0.0401,0.0662,0.0527,0.999,0.9151,0.0399,0.0403,0.0345,0.3333,0.375,,0.0579,0.0699,0,0,0.0656,0.0848,0.999,0.9463,0.0455,0.04,0.0345,0.3333,0.375,,0.0731,0.0683,0,0,reg oper account,block of flats,0.1636,"Stone, brick",No,1,0,0,0,-2526,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
454034,0,Cash loans,F,N,Y,0,31500,675000,21775.5,675000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.004849,-16855,365243,-5732,-377,,1,0,0,1,1,0,,2,2,2,THURSDAY,10,0,0,0,0,0,0,XNA,,0.539456265,0.187388765,0.0557,0.0573,0.9881,0.8368,0.0036,0,0.069,0.0833,,,0.0454,0.0143,0,0,0.0567,0.0595,0.9881,0.8432,0.0037,0,0.069,0.0833,,,0.0496,0.0148,0,0,0.0562,0.0573,0.9881,0.839,0.0037,0,0.069,0.0833,,,0.0462,0.0145,0,0,reg oper spec account,block of flats,0.0197,"Stone, brick",No,0,0,0,0,-317,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
454035,0,Cash loans,F,N,N,1,112500,526491,28048.5,454500,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.018634,-18967,-3685,-2994,-2470,,1,1,0,1,1,0,Core staff,2,2,2,SUNDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.700177814,0.55853958,0.75037515,0.101,0.0706,0.9786,,,,0.0345,0.2083,,0.0314,,0.0429,,0.1062,0.1029,0.0733,0.9786,,,,0.0345,0.2083,,0.0322,,0.0447,,0.1124,0.102,0.0706,0.9786,,,,0.0345,0.2083,,0.032,,0.0437,,0.1084,,block of flats,0.0731,"Stone, brick",No,0,0,0,0,-1294,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
454037,0,Cash loans,M,N,Y,0,180000,450000,21888,450000,Unaccompanied,Working,Higher education,Married,House / apartment,0.031329,-8936,-1941,-3695,-1557,,1,1,1,1,0,0,Laborers,2,2,2,MONDAY,6,0,0,0,1,0,1,Medicine,,0.10091684,0.42765737,0.1546,,0.9955,0.932,,0.12,0.1034,0.375,,,,0.1877,0.0695,0.1344,0.1576,,0.9955,0.9347,,0.1208,0.1034,0.375,,,,0.1955,0.07,0.1423,0.1561,,0.9955,0.9329,,0.12,0.1034,0.375,,,,0.191,0.0699,0.1372,org spec account,block of flats,0.196,"Stone, brick",No,0,0,0,0,-1252,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
454038,0,Cash loans,M,N,N,0,180000,545040,26509.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-13447,-4649,-4323,-4329,,1,1,1,1,0,0,,2,3,3,FRIDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.162192106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1764,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
454039,0,Cash loans,M,Y,Y,0,1215000,1264738.5,67513.5,1138500,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.035792,-20986,-4237,-3787,-4531,4,1,1,0,1,0,0,Managers,2,2,2,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.798563417,0.697678552,0.260855914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-461,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
454040,0,Cash loans,F,N,N,0,180000,660469.5,35316,612000,Unaccompanied,State servant,Secondary / secondary special,Separated,Municipal apartment,0.032561,-20938,-3359,-11032,-4173,,1,1,0,1,0,0,Medicine staff,1,1,1,THURSDAY,11,0,0,0,0,0,0,Medicine,0.688375464,0.697733897,0.812822607,0.4423,,0.9846,0.7892,0,0.24,0.2069,0.4583,0.5,0.109,0.3597,0,0.0039,0.0193,0.4506,,0.9846,0.7975,0,0.2417,0.2069,0.4583,0.5,0.1115,0.393,0,0.0039,0.0204,0.4466,,0.9846,0.792,0,0.24,0.2069,0.4583,0.5,0.1109,0.366,0,0.0039,0.0197,org spec account,block of flats,0.4456,Panel,No,0,0,0,0,-1238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
454041,0,Cash loans,F,Y,Y,0,427500,900000,62770.5,900000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.022625,-11373,-999,-2451,-2457,3,1,1,0,1,0,0,Managers,2,2,2,TUESDAY,15,0,0,0,1,1,1,Business Entity Type 3,,0.633886747,0.336061521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
454042,0,Cash loans,F,N,Y,0,202500,438084,28125,387000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.016612,-20888,365243,-11476,-3378,,1,0,0,1,0,0,,2,2,2,FRIDAY,18,0,0,0,0,0,0,XNA,,0.157366097,0.41359676,0.2052,0.1678,0.9836,0.7756,0.0375,0.24,0.2069,0.3333,0.375,0.0902,0.1664,0.2325,0.0039,0.0127,0.209,0.1741,0.9836,0.7844,0.0379,0.2417,0.2069,0.3333,0.375,0.0923,0.1818,0.2422,0.0039,0.0135,0.2071,0.1678,0.9836,0.7786,0.0378,0.24,0.2069,0.3333,0.375,0.0918,0.1693,0.2366,0.0039,0.013,reg oper account,block of flats,0.2061,Panel,No,0,0,0,0,-2650,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
454043,0,Cash loans,F,N,N,0,135000,1178217,34578,922500,Family,Working,Secondary / secondary special,Married,House / apartment,0.00733,-14581,-2216,-2710,-2710,,1,1,0,1,0,0,Sales staff,2,2,2,TUESDAY,13,0,0,0,1,1,0,Business Entity Type 3,0.560611927,0.650675337,0.134265424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
454044,0,Cash loans,M,N,Y,1,157500,360000,17509.5,360000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00712,-10541,-432,-518,-3221,,1,1,0,1,0,0,Laborers,3,2,2,TUESDAY,6,0,0,0,0,0,0,Business Entity Type 3,0.155128634,0.579024775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1328,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
454045,0,Cash loans,M,Y,Y,1,202500,577147.5,27895.5,459000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.01885,-13831,-5697,-7935,-4607,1,1,1,0,1,0,1,,3,2,2,TUESDAY,12,0,0,0,0,0,0,Other,,0.348786503,0.69562193,0.0082,0.0209,0.9881,,,0,0.069,0.0417,,,,0.0091,,0.0045,0.0084,0.0217,0.9881,,,0,0.069,0.0417,,,,0.0095,,0.0048,0.0083,0.0209,0.9881,,,0,0.069,0.0417,,,,0.0093,,0.0046,,block of flats,0.0082,Panel,No,0,0,0,0,-3165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
454047,0,Cash loans,M,Y,Y,0,225000,1451047.5,60012,1354500,"Spouse, partner",State servant,Higher education,Married,House / apartment,0.006671,-22254,-604,-9647,-2495,25,1,1,0,1,1,0,Core staff,2,2,2,TUESDAY,18,0,0,0,0,0,0,Military,,0.70172194,0.719490785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,-535,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
454048,1,Cash loans,M,Y,Y,0,180000,808650,26217,675000,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.035792,-17784,-2697,-720,-1316,2,1,1,0,1,0,0,Laborers,2,2,2,TUESDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.050685733,0.698667555,,,0.999,,,,,,,,,,,,,,0.999,,,,,,,,,,,,,,0.999,,,,,,,,,,,,,,0.0702,,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454049,0,Cash loans,M,N,Y,0,292500,1078200,34911,900000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.005084,-17189,-311,-12576,-469,,1,1,0,1,0,0,Laborers,2,2,2,FRIDAY,16,0,0,0,1,1,0,Transport: type 4,,0.134610704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-254,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
454050,0,Cash loans,F,N,Y,0,67500,135000,7749,135000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.016612,-19701,-1953,-5373,-3059,,1,1,1,1,1,0,Sales staff,1,2,2,WEDNESDAY,16,0,0,0,0,0,0,Business Entity Type 3,,0.582831184,0.788680775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2441,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
454051,0,Cash loans,F,Y,N,0,180000,1984500,52348.5,1984500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.005313,-11377,-938,-2205,-3329,6,1,1,0,1,0,0,Secretaries,2,2,2,TUESDAY,18,0,0,0,0,0,0,Industry: type 9,,0.64676852,0.403141677,0.0773,0,0.9806,0.7348,0.0369,0,0.1724,0.1667,0.2083,0.0581,0.0605,0.0728,0.0116,0.0084,0.0788,0,0.9806,0.7452,0.0372,0,0.1724,0.1667,0.2083,0.0594,0.0661,0.0759,0.0117,0.0089,0.0781,0,0.9806,0.7383,0.0371,0,0.1724,0.1667,0.2083,0.0591,0.0616,0.0741,0.0116,0.0086,reg oper account,block of flats,0.0645,Panel,No,0,0,0,0,-7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
454053,0,Cash loans,M,Y,N,2,144000,1051294.5,30870,918000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-14787,-550,-2287,-4059,37,1,1,0,1,0,0,Security staff,4,3,3,WEDNESDAY,6,0,0,0,0,1,1,Business Entity Type 3,0.242487039,0.313611407,0.626304277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,-1648,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
454054,0,Cash loans,M,Y,Y,2,225000,1078200,31653,900000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.009334,-14149,-310,-4448,-4459,24,1,1,0,1,0,0,,4,2,2,FRIDAY,11,0,0,0,0,0,0,Self-employed,0.241721475,0.652269154,0.70620511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
454055,0,Cash loans,F,N,Y,0,135000,1065433.5,42385.5,913500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-19185,-7059,-9920,-2666,,1,1,0,1,0,0,Cleaning staff,2,2,2,THURSDAY,11,0,0,0,0,0,0,Transport: type 2,,0.352046816,0.681705878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,7,1,-1646,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454056,0,Cash loans,M,Y,Y,1,81000,585000,22666.5,585000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-14061,-287,-5031,-4724,16,1,1,1,1,0,0,,3,2,2,WEDNESDAY,8,0,0,0,0,0,0,Business Entity Type 3,,0.702947142,0.312365369,0.166,0.0764,0.9846,0.7892,0,0,0.0345,0.1667,0.2083,0,0.1353,0.0907,0,0,0.1691,0.0793,0.9846,0.7975,0,0,0.0345,0.1667,0.2083,0,0.1478,0.0945,0,0,0.1676,0.0764,0.9846,0.792,0,0,0.0345,0.1667,0.2083,0,0.1377,0.0923,0,0,reg oper spec account,specific housing,0.0717,"Stone, brick",No,4,0,4,0,-267,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
454057,0,Cash loans,F,N,Y,0,144000,412942.5,27013.5,373500,Unaccompanied,Working,Higher education,Married,With parents,0.006629,-10010,-511,-4517,-1416,,1,1,1,1,0,0,High skill tech staff,2,2,2,SATURDAY,5,0,0,0,1,1,0,Industry: type 1,,0.450546553,0.598926218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
454058,0,Revolving loans,F,Y,Y,1,135000,270000,13500,270000,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.032561,-15144,-1842,-240,-3421,64,1,1,0,1,1,0,Cooking staff,3,1,1,SUNDAY,15,0,0,0,0,0,0,School,0.69338938,0.666072907,0.372333666,0.3299,0.0502,0.9851,0.796,0.0387,0.48,0.2069,0.4583,0.5,0,0.269,0.3525,0.0463,0.2528,0.3361,0.0521,0.9851,0.804,0.0391,0.4834,0.2069,0.4583,0.5,0,0.2938,0.3673,0.0467,0.2676,0.3331,0.0502,0.9851,0.7987,0.039,0.48,0.2069,0.4583,0.5,0,0.2736,0.3588,0.0466,0.2581,reg oper account,block of flats,0.3534,Panel,No,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
454059,0,Cash loans,M,Y,Y,0,135000,1078200,34780.5,900000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010276,-23139,-707,-8873,-4538,3,1,1,1,1,1,0,,2,2,2,SATURDAY,14,0,0,0,0,0,0,Business Entity Type 1,0.689010338,0.521053377,0.234015167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
454060,1,Cash loans,F,N,Y,1,135000,704844,34038,630000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-11788,-1167,-5902,-189,,1,1,1,1,0,0,Sales staff,3,2,2,WEDNESDAY,15,0,0,0,0,0,0,Self-employed,,0.458787732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,-176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
454061,0,Cash loans,F,N,Y,0,157500,601474.5,25614,486000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.005313,-23545,365243,-4108,-4773,,1,0,0,1,1,0,,1,2,2,TUESDAY,12,0,0,0,0,0,0,XNA,0.803548634,0.588757833,0.609275667,0.0155,0,0.9737,0.6396,0.0016,0,0.069,0.0417,0.0833,0.0086,0.0126,0.0113,0.0039,0.0027,0.0158,0,0.9737,0.6537,0.0016,0,0.069,0.0417,0.0833,0.0088,0.0138,0.0118,0.0039,0.0028,0.0156,0,0.9737,0.6444,0.0016,0,0.069,0.0417,0.0833,0.0088,0.0128,0.0116,0.0039,0.0027,reg oper account,block of flats,0.0104,"Stone, brick",No,0,0,0,0,-526,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
454062,0,Cash loans,F,Y,N,3,153000,508495.5,21541.5,454500,Unaccompanied,Working,Higher education,Married,House / apartment,0.018029,-12718,-4009,-2836,-2957,16,1,1,1,1,1,0,Laborers,5,3,2,FRIDAY,12,0,0,0,0,0,0,Telecom,0.591815119,0.637674397,0.597192427,0.0588,0.0511,0.9771,0.6872,0.024,0,0.1379,0.1667,0.2083,0.0493,0.0471,0.0506,0.0039,0.0129,0.0599,0.0531,0.9772,0.6994,0.0242,0,0.1379,0.1667,0.2083,0.0504,0.0514,0.0527,0.0039,0.0137,0.0593,0.0511,0.9771,0.6914,0.0241,0,0.1379,0.1667,0.2083,0.0502,0.0479,0.0515,0.0039,0.0132,reg oper account,block of flats,0.0557,Panel,No,8,2,8,1,-2260,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
454063,0,Cash loans,F,Y,N,2,126000,760225.5,30150,679500,Children,Working,Higher education,Married,House / apartment,0.00702,-11732,-3069,-2400,-4311,11,1,1,0,1,1,0,Core staff,4,2,2,SUNDAY,14,0,0,0,0,0,0,Kindergarten,0.360846272,0.500417368,0.220094645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1450,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454064,0,Cash loans,F,N,N,0,90000,134316,13414.5,126000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.020246,-24742,365243,-696,-4227,,1,0,0,1,0,0,,1,3,3,THURSDAY,6,0,0,0,0,0,0,XNA,,0.044768537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-493,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
454065,1,Cash loans,F,N,N,0,135000,324000,12213,324000,Unaccompanied,Working,Higher education,Married,House / apartment,0.028663,-10325,-255,-4598,-3002,,1,1,0,1,1,0,,2,2,2,TUESDAY,12,0,0,0,0,1,1,Business Entity Type 1,0.255695168,0.126619557,0.065550026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
454067,0,Cash loans,F,N,Y,2,81000,96786,5683.5,85500,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.0105,-11783,-1082,-1011,-3320,,1,1,1,1,1,0,Core staff,4,3,3,THURSDAY,13,0,0,0,0,0,0,Government,,0.332312761,0.492060094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-250,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
454068,1,Cash loans,F,N,Y,0,144000,850500,30262.5,850500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.014464,-8180,-661,-3704,-620,,1,1,0,1,0,0,Laborers,2,2,2,FRIDAY,3,0,0,0,0,0,0,Business Entity Type 3,0.081132865,0.546803227,0.331250865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,-655,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
454069,0,Cash loans,F,N,Y,0,90000,312768,16506,270000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.01885,-16650,-488,-5543,-194,,1,1,1,1,0,1,High skill tech staff,1,2,2,MONDAY,14,0,0,0,0,0,0,Industry: type 5,0.825240609,0.36058277,0.72383699,0.2247,0.1155,0.9876,0.83,0.0475,0.24,0.2069,0.3333,0.375,0.0628,0.1816,0.2381,0.0077,0.014,0.229,0.1199,0.9876,0.8367,0.048,0.2417,0.2069,0.3333,0.375,0.0642,0.1983,0.2481,0.0078,0.0148,0.2269,0.1155,0.9876,0.8323,0.0478,0.24,0.2069,0.3333,0.375,0.0639,0.1847,0.2424,0.0078,0.0143,reg oper account,block of flats,0.2166,Panel,No,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
